Datum,strompreis_EUR_MWh,grid_co2_kg_MWh,T_outdoor_C,T_ground_C,T_WRG1_C,WRG1_Q_MW,T_WRG2_C,WRG2_Q_MW,T_WRG3_C,WRG3_Q_MW,T_WRG4_C,WRG4_Q_MW,demand_north_MW,demand_south_MW,demand_east_MW,demand_west_MW,waermebedarf_MWth,zone_01_demand_MWth,zone_02_demand_MWth,zone_03_demand_MWth,zone_04_demand_MWth,zone_05_demand_MWth,zone_06_demand_MWth,zone_07_demand_MWth,zone_08_demand_MWth,zone_09_demand_MWth,zone_10_demand_MWth,zone_11_demand_MWth,zone_12_demand_MWth,zone_13_demand_MWth,zone_14_demand_MWth,zone_15_demand_MWth,zone_16_demand_MWth,zone_17_demand_MWth,zone_18_demand_MWth,zone_19_demand_MWth,zone_20_demand_MWth,zone_21_demand_MWth,zone_22_demand_MWth,zone_23_demand_MWth
2023-01-03 16:00:00,95.0,365.359,9.6936,10.0,11.9411,5.0,11.6611,3.5,6.1084,4.2,14.3621,3.8,14.657,17.6994,18.1679,17.3792,67.9035,3.7545,3.2072,2.5092,2.5799,2.6062,3.8246,3.3639,2.786,2.7985,2.8138,2.1126,4.4115,3.6224,2.9448,2.8988,2.1824,2.108,4.0609,3.4799,3.3009,2.6906,1.894,1.9529
2023-01-03 17:00:00,87.7646,361.363,9.921,10.0,10.5468,5.0,13.6512,3.5,9.147,4.2,15.8154,3.8,14.4812,17.9808,17.7721,16.9776,67.2117,3.8069,3.0077,2.5205,2.5138,2.6323,4.0019,3.4628,2.697,2.8233,2.8934,2.1024,4.2352,3.6715,2.8545,2.8263,2.1096,2.075,4.082,3.3831,3.1987,2.5745,1.8808,1.8585
2023-01-03 18:00:00,80.0,360.0,9.3201,10.0,16.1379,5.0,14.8605,3.5,9.8868,4.2,17.1809,3.8,12.9596,16.1338,15.8905,14.816,59.7999,3.2888,2.8117,2.2249,2.2479,2.3863,3.6064,3.049,2.5105,2.5056,2.5324,1.9299,3.9782,3.1701,2.5995,2.5004,1.801,1.8413,3.5183,2.9507,2.8161,2.1688,1.6749,1.6872
2023-01-03 19:00:00,72.2354,361.363,10.2709,10.0,13.1178,5.0,14.944,3.5,13.2029,4.2,15.8787,3.8,13.2351,16.7691,15.4668,14.6638,60.1348,3.3223,2.8143,2.2532,2.3713,2.474,3.7795,3.1829,2.6162,2.6021,2.6393,1.9491,3.7939,3.1426,2.4672,2.515,1.7651,1.783,3.4514,2.9007,2.8133,2.2379,1.6157,1.6448
2023-01-03 20:00:00,65.0,365.359,9.9208,10.0,7.7997,5.0,13.9499,3.5,10.5039,4.2,10.1683,3.8,12.8069,15.5104,14.457,13.3762,56.1505,3.2672,2.7245,2.1992,2.2804,2.3356,3.4182,3.0446,2.4177,2.4061,2.4381,1.7857,3.6423,2.9753,2.3186,2.2098,1.6997,1.6113,3.2583,2.5323,2.5183,2.0108,1.5134,1.5431
2023-01-03 21:00:00,60.0,371.7157,10.2029,10.0,12.2229,5.0,16.0957,3.5,9.4118,4.2,11.2908,3.8,12.4211,14.7761,13.4253,12.9191,53.5416,3.1179,2.5941,2.1978,2.2378,2.2735,3.3484,2.8838,2.3104,2.2574,2.2692,1.7069,3.3586,2.6946,2.2095,2.0622,1.5618,1.5386,3.0092,2.5207,2.4661,2.0112,1.4446,1.4673
2023-01-03 22:00:00,60.0,380.0,8.3461,10.0,10.5264,5.0,12.7148,3.5,11.5088,4.2,12.6004,3.8,13.1647,15.6434,13.7584,13.5044,56.0709,3.3162,2.8131,2.3086,2.3684,2.3584,3.6232,3.0148,2.4314,2.3751,2.4412,1.7577,3.5168,2.8516,2.1806,2.1039,1.5458,1.5597,3.0962,2.5222,2.5952,2.0541,1.6031,1.6336
2023-01-03 23:00:00,60.0,389.6472,7.886,10.0,13.5549,5.0,14.5652,3.5,5.4277,4.2,13.9022,3.8,14.1092,16.121,14.222,14.3665,58.8187,3.6103,3.0923,2.4013,2.4746,2.5307,3.7696,3.171,2.4977,2.4708,2.414,1.7979,3.5414,2.9279,2.2413,2.2849,1.613,1.6135,3.2652,2.6793,2.781,2.2174,1.6949,1.7287
2023-01-04 00:00:00,60.0,400.0,7.1247,10.0,10.265,5.0,15.0906,3.5,10.3212,4.2,14.8853,3.8,13.2756,15.0141,13.1913,13.5343,55.0153,3.3279,2.7811,2.3835,2.3531,2.43,3.5013,2.9282,2.2807,2.3066,2.3168,1.6805,3.2529,2.6641,2.1313,2.0438,1.5609,1.5383,3.0887,2.5284,2.5686,2.1144,1.5816,1.6526
2023-01-04 01:00:00,60.0,410.3528,7.0123,10.0,11.6205,5.0,15.8789,3.5,11.3917,4.2,12.3985,3.8,14.3885,16.0342,13.9109,14.6435,58.9771,3.5884,3.1167,2.5602,2.5094,2.6138,3.8405,3.0723,2.5443,2.4185,2.426,1.7326,3.5181,2.844,2.1611,2.1809,1.6264,1.5804,3.2052,2.742,2.8162,2.2975,1.777,1.8056
2023-01-04 02:00:00,60.0,420.0,5.4524,10.0,12.86,5.0,16.2732,3.5,6.8928,4.2,14.2235,3.8,11.9652,12.9339,11.4415,12.4063,48.7469,3.0433,2.609,2.0498,2.15,2.1131,3.065,2.5244,2.0412,1.9664,1.9447,1.3922,2.8195,2.2477,1.8134,1.8394,1.3465,1.375,2.7728,2.3454,2.2972,1.9315,1.5231,1.5363
2023-01-04 03:00:00,60.0,428.2843,5.0182,10.0,13.5815,5.0,12.6007,3.5,12.1375,4.2,12.3392,3.8,14.1588,14.997,13.1625,14.9454,57.2637,3.7187,3.0878,2.495,2.4676,2.3897,3.6298,2.9712,2.3599,2.2153,2.24,1.5808,3.2971,2.5737,2.0347,2.0768,1.5522,1.628,3.2547,2.8308,2.9169,2.3765,1.803,1.7635
2023-01-04 04:00:00,65.0,434.641,4.7059,10.0,9.4494,5.0,11.7818,3.5,10.527,4.2,12.627,3.8,13.4943,14.1746,12.882,14.5731,55.124,3.4979,2.9332,2.3545,2.379,2.3297,3.3926,2.7467,2.2473,2.1249,2.0842,1.5789,3.1115,2.5652,2.0599,2.0629,1.5251,1.5574,3.2416,2.7053,2.8891,2.2667,1.7282,1.7422
2023-01-04 05:00:00,72.2354,438.637,4.1955,10.0,11.181,5.0,17.4054,3.5,9.0194,4.2,11.0367,3.8,13.9515,14.3074,13.3223,15.1775,56.7587,3.7089,3.0158,2.3968,2.4447,2.3853,3.4016,2.7474,2.2251,2.1412,2.1871,1.605,3.2186,2.6574,2.07,2.0957,1.6425,1.6381,3.3683,2.8368,2.9325,2.3483,1.8185,1.8731
2023-01-04 06:00:00,80.0,440.0,3.7768,10.0,10.9001,5.0,15.5146,3.5,11.1156,4.2,12.0035,3.8,14.5766,14.9987,14.1764,16.6009,60.3526,3.9377,3.1542,2.5594,2.5123,2.413,3.6336,2.9386,2.3197,2.1967,2.2216,1.6885,3.2432,2.8416,2.1898,2.3071,1.8064,1.7883,3.7698,3.1931,3.1743,2.5323,1.9979,1.9335
2023-01-04 07:00:00,87.7646,438.637,4.1993,10.0,10.5433,5.0,13.353,3.5,14.3914,4.2,11.1466,3.8,13.4627,13.9103,13.6965,15.574,56.6435,3.6278,3.0293,2.2736,2.293,2.239,3.3244,2.7517,2.1621,2.0368,2.1183,1.517,3.2032,2.7135,2.1254,2.1818,1.7167,1.7559,3.5739,3.0203,2.9134,2.4259,1.7783,1.8622
2023-01-04 08:00:00,95.0,434.641,4.9387,10.0,15.3809,5.0,17.9523,3.5,10.2137,4.2,11.8983,3.8,15.2025,15.5071,15.6675,17.9303,64.3074,4.0196,3.4292,2.6223,2.559,2.5724,3.763,3.0098,2.3353,2.3066,2.313,1.7794,3.5542,2.9982,2.5325,2.5954,1.9627,2.0245,3.9841,3.4966,3.5338,2.8251,2.078,2.0127
2023-01-04 09:00:00,101.2132,428.2843,4.3654,10.0,12.66,5.0,15.0813,3.5,10.3464,4.2,15.9573,3.8,15.6104,16.5184,16.7933,19.0845,68.0066,4.3063,3.4198,2.6693,2.6406,2.5744,3.7974,3.1184,2.5618,2.5926,2.4997,1.9485,3.785,3.3509,2.7451,2.7011,2.0753,2.1359,4.3549,3.681,3.7742,2.9819,2.1717,2.1208
2023-01-04 10:00:00,105.9808,420.0,5.5665,10.0,9.3282,5.0,17.2086,3.5,8.9313,4.2,11.9512,3.8,16.7831,17.9349,18.8617,20.4852,74.0649,4.6623,3.6662,2.926,2.7966,2.732,4.0489,3.4814,2.7568,2.7375,2.7925,2.1178,4.3377,3.7215,2.9625,3.0296,2.3811,2.4293,4.6895,4.004,4.054,3.1084,2.3675,2.2618
2023-01-04 11:00:00,108.9778,410.3528,5.8735,10.0,13.6857,5.0,14.985,3.5,8.1503,4.2,19.1148,3.8,14.9416,16.2408,17.4166,18.8745,67.4735,4.0641,3.3054,2.6014,2.4876,2.4831,3.7427,3.0328,2.4534,2.5423,2.5032,1.9664,4.0908,3.4106,2.7947,2.8356,2.1079,2.177,4.4549,3.6896,3.5978,2.9119,2.1407,2.0796
2023-01-04 12:00:00,110.0,400.0,7.5975,10.0,16.0943,5.0,18.9715,3.5,11.5107,4.2,14.8366,3.8,14.5144,16.3401,17.7025,18.418,66.975,3.8102,3.1684,2.4446,2.5601,2.5311,3.5826,3.1735,2.4211,2.5212,2.6286,2.0131,4.1646,3.4739,2.7927,2.9242,2.1398,2.2073,4.4175,3.5505,3.5701,2.8076,2.0509,2.0214
2023-01-04 13:00:00,108.9778,389.6472,7.0149,10.0,13.9149,5.0,18.3607,3.5,8.1378,4.2,14.2197,3.8,14.5293,16.5801,17.9449,18.353,67.4073,3.8575,3.1225,2.5217,2.5,2.5276,3.6853,3.0598,2.4907,2.5855,2.703,2.0558,4.1939,3.6175,2.8412,2.885,2.1646,2.2427,4.4051,3.5048,3.5896,2.7544,2.0643,2.0348
2023-01-04 14:00:00,105.9808,380.0,8.2205,10.0,8.8113,5.0,14.3521,3.5,9.9931,4.2,12.1333,3.8,15.1067,18.1521,19.3001,19.0544,71.6133,3.9582,3.293,2.5937,2.5763,2.6855,4.0972,3.3249,2.8328,2.8344,2.8682,2.1946,4.639,3.746,3.1045,3.0815,2.3774,2.3517,4.5435,3.7868,3.7316,2.8622,2.0973,2.033
2023-01-04 15:00:00,101.2132,371.7157,9.3099,10.0,10.8815,5.0,16.7931,3.5,8.8947,4.2,15.2506,3.8,14.4972,17.8307,18.3993,17.8537,68.5809,3.8511,3.0919,2.4805,2.4513,2.6224,3.9753,3.3815,2.7151,2.742,2.811,2.2058,4.4671,3.7037,2.9958,2.9172,2.1864,2.1291,4.2468,3.5492,3.4184,2.7371,1.9439,1.9583
2023-01-04 16:00:00,95.0,365.359,10.3808,10.0,14.3838,5.0,16.1408,3.5,10.808,4.2,12.6987,3.8,13.7164,16.518,16.8003,16.247,63.2817,3.5646,2.9833,2.342,2.4265,2.4,3.5723,3.0628,2.4992,2.6201,2.7101,2.0535,3.9768,3.4508,2.6784,2.6742,2.0295,1.9906,3.9687,3.1097,3.1499,2.4628,1.7951,1.7608
2023-01-04 17:00:00,87.7646,361.363,9.8649,10.0,10.4347,5.0,17.5873,3.5,10.5173,4.2,14.094,3.8,13.9355,17.2428,17.1609,16.0584,64.3976,3.6327,2.9341,2.4664,2.357,2.5453,3.9032,3.1597,2.7185,2.6877,2.6917,2.082,4.0933,3.5473,2.7661,2.771,2.0015,1.9817,3.8406,3.1119,3.0947,2.428,1.7487,1.8345
2023-01-04 18:00:00,80.0,360.0,9.7224,10.0,12.7376,5.0,12.9202,3.5,11.9251,4.2,18.9702,3.8,13.2062,16.3063,15.8133,15.028,60.3538,3.3322,2.87,2.3399,2.3042,2.3599,3.6508,3.0449,2.4717,2.5267,2.6515,1.9607,3.8863,3.1729,2.5367,2.5055,1.8934,1.8185,3.5922,2.937,2.8061,2.2933,1.72,1.6794
2023-01-04 19:00:00,72.2354,361.363,10.8384,10.0,13.3993,5.0,16.2221,3.5,8.83,4.2,13.6579,3.8,13.2456,16.4886,15.8785,14.5446,60.1573,3.354,2.7776,2.3548,2.3138,2.4454,3.695,3.2148,2.5565,2.5985,2.5292,1.8946,3.9447,3.2717,2.5396,2.5072,1.804,1.8113,3.4162,2.8787,2.711,2.219,1.6442,1.6755
2023-01-04 20:00:00,65.0,365.359,8.8741,10.0,9.9961,5.0,16.9668,3.5,9.3103,4.2,16.1485,3.8,11.9719,14.6805,13.7397,12.7812,53.1733,3.048,2.5786,2.0892,2.136,2.1201,3.3472,2.7464,2.2882,2.2692,2.3601,1.6694,3.4566,2.8168,2.2296,2.1977,1.5365,1.5025,2.9572,2.4336,2.4627,1.9997,1.4512,1.4768
2023-01-04 21:00:00,60.0,371.7157,8.0219,10.0,11.7309,5.0,11.3325,3.5,7.8925,4.2,12.4436,3.8,12.4328,15.2402,13.4602,13.1264,54.2596,3.0986,2.6425,2.1816,2.2834,2.2267,3.4828,2.9613,2.3581,2.3863,2.3623,1.6894,3.3844,2.7971,2.1272,2.074,1.5375,1.54,3.0205,2.5487,2.5031,2.0453,1.4726,1.5362
2023-01-04 22:00:00,60.0,380.0,8.72,10.0,5.3675,5.0,12.4835,3.5,8.9614,4.2,13.78,3.8,12.5968,14.9552,13.5054,12.9085,53.9659,3.088,2.6591,2.2589,2.3042,2.2866,3.3859,2.8445,2.3881,2.3741,2.3079,1.6547,3.4224,2.6955,2.1932,2.0996,1.561,1.5337,2.9752,2.4166,2.4358,1.9755,1.5604,1.545
2023-01-04 23:00:00,60.0,389.6472,7.5254,10.0,9.8012,5.0,10.7715,3.5,10.6046,4.2,17.3916,3.8,12.3187,14.3011,12.4825,12.5565,51.6588,3.1566,2.5988,2.1721,2.1306,2.2606,3.3637,2.7719,2.2663,2.1318,2.1481,1.6193,3.0818,2.5782,2.0425,1.9358,1.464,1.3802,2.7925,2.4423,2.3844,1.9171,1.5182,1.502
2023-01-05 00:00:00,60.0,400.0,6.4894,10.0,11.3449,5.0,14.3112,3.5,11.364,4.2,12.5961,3.8,13.5349,15.314,13.0604,13.5569,55.4662,3.4527,2.9297,2.3045,2.4039,2.4441,3.6541,2.9272,2.3291,2.3705,2.3186,1.7145,3.2712,2.6324,2.0509,2.0582,1.5321,1.5156,3.0087,2.5368,2.6155,2.1443,1.6269,1.6247
2023-01-05 01:00:00,60.0,410.3528,6.5777,10.0,9.3544,5.0,16.2851,3.5,8.0057,4.2,17.4749,3.8,13.4833,15.1418,12.9699,13.751,55.346,3.4461,2.8756,2.3964,2.3766,2.3886,3.5502,2.9472,2.2846,2.3525,2.3065,1.7008,3.2499,2.589,2.0659,2.0108,1.5165,1.5378,3.0131,2.6073,2.6516,2.174,1.6257,1.6793
2023-01-05 02:00:00,60.0,420.0,5.6219,10.0,15.1148,5.0,17.8547,3.5,11.5892,4.2,15.2655,3.8,13.4401,14.7495,12.9018,14.1138,55.2052,3.4394,2.9643,2.3844,2.3362,2.3158,3.4812,2.9674,2.2522,2.2443,2.2207,1.5837,3.1061,2.6259,2.0835,2.0878,1.4845,1.514,3.1923,2.5827,2.6558,2.2578,1.7295,1.6957
2023-01-05 03:00:00,60.0,428.2843,4.5966,10.0,8.9897,5.0,14.9982,3.5,12.5613,4.2,12.7251,3.8,13.4368,14.3007,12.7439,14.2009,54.6823,3.5307,2.9307,2.3605,2.3089,2.306,3.4985,2.7967,2.1557,2.1671,2.1247,1.558,3.0923,2.5264,2.0625,1.9999,1.5349,1.5279,3.0807,2.6863,2.7653,2.2564,1.6875,1.7247
2023-01-05 04:00:00,65.0,434.641,3.7618,10.0,10.9699,5.0,18.1072,3.5,10.6769,4.2,15.1148,3.8,12.7539,13.2784,12.0581,13.6348,51.7252,3.3517,2.739,2.2356,2.2238,2.2038,3.1174,2.6861,2.0409,1.9875,1.9613,1.4852,2.8945,2.3753,1.9318,1.8916,1.4865,1.4784,3.0359,2.4996,2.6611,2.157,1.6168,1.6644
2023-01-05 05:00:00,72.2354,438.637,4.5385,10.0,12.1115,5.0,12.0898,3.5,13.6036,4.2,15.7951,3.8,13.8146,14.2155,13.1947,15.0155,56.2403,3.5533,3.1105,2.4271,2.3582,2.3655,3.5218,2.7833,2.122,2.1123,2.1109,1.5652,3.1239,2.6031,2.0787,2.0973,1.6387,1.653,3.3603,2.8351,2.8385,2.3213,1.7954,1.8649
2023-01-05 06:00:00,80.0,440.0,4.3251,10.0,14.7325,5.0,11.4432,3.5,8.3024,4.2,15.0936,3.8,14.2045,14.5971,13.9759,15.992,58.7695,3.7294,3.2281,2.437,2.4191,2.3909,3.4568,2.8666,2.2467,2.2037,2.2136,1.6097,3.2155,2.7871,2.158,2.2995,1.7375,1.7783,3.5246,3.1427,3.0643,2.474,1.8694,1.917
2023-01-05 07:00:00,87.7646,438.637,4.0526,10.0,8.9783,5.0,14.7389,3.5,7.3607,4.2,10.7096,3.8,14.3398,14.5833,14.3595,16.5552,59.8378,3.9451,3.1162,2.4755,2.3947,2.4083,3.4905,2.7779,2.2679,2.1802,2.2224,1.6444,3.3773,2.7579,2.3228,2.3771,1.7405,1.7839,3.8083,3.1041,3.1709,2.577,1.9175,1.9774
2023-01-05 08:00:00,95.0,434.641,5.3252,10.0,14.1763,5.0,15.6181,3.5,6.2926,4.2,12.3957,3.8,15.2117,15.7523,15.4863,17.8379,64.2882,4.0888,3.3724,2.639,2.5852,2.5263,3.6583,3.0924,2.4084,2.4224,2.4044,1.7664,3.6484,2.9881,2.4474,2.4996,1.9385,1.9643,4.1169,3.441,3.4525,2.7276,2.0694,2.0305
2023-01-05 09:00:00,101.2132,428.2843,4.3436,10.0,11.8705,5.0,14.7846,3.5,12.8421,4.2,13.355,3.8,15.9914,16.3564,16.9689,19.0985,68.4152,4.3089,3.5332,2.7592,2.7586,2.6315,3.8635,3.1068,2.496,2.5164,2.4652,1.9085,3.7942,3.2531,2.7722,2.8564,2.1284,2.1646,4.4349,3.6725,3.7725,2.9541,2.149,2.1155
2023-01-05 10:00:00,105.9808,420.0,4.7372,10.0,9.887,5.0,10.7151,3.5,11.1587,4.2,13.7011,3.8,17.0987,18.323,19.3767,21.2286,76.027,4.7189,3.7433,2.9262,2.914,2.7963,4.218,3.5541,2.8445,2.8201,2.7723,2.114,4.4948,3.8368,3.0524,3.1988,2.3341,2.4598,4.916,4.2127,4.003,3.3115,2.4433,2.3421
2023-01-05 11:00:00,108.9778,410.3528,5.8776,10.0,12.7742,5.0,14.6718,3.5,9.7388,4.2,15.0913,3.8,15.745,17.2674,18.0119,19.265,70.2893,4.3437,3.428,2.6693,2.7013,2.6027,4.0148,3.2952,2.5584,2.6841,2.6888,2.0261,4.2323,3.5871,2.8497,2.8972,2.2124,2.2332,4.4466,3.7609,3.7197,2.9834,2.1743,2.1801
2023-01-05 12:00:00,110.0,400.0,6.9772,10.0,12.2481,5.0,12.2411,3.5,10.4099,4.2,14.2054,3.8,15.5778,17.6632,18.6283,19.4285,71.2978,4.116,3.3543,2.7361,2.7222,2.6492,3.8182,3.3824,2.7042,2.7692,2.8346,2.1546,4.2128,3.7427,2.942,3.0629,2.3335,2.3344,4.6407,3.8015,3.7757,2.9199,2.1659,2.1248
2023-01-05 13:00:00,108.9778,389.6472,7.8981,10.0,10.6496,5.0,16.1893,3.5,7.599,4.2,11.1793,3.8,14.9595,17.3258,18.4147,18.6042,69.3042,4.0255,3.3467,2.5109,2.5604,2.516,3.9558,3.2125,2.7075,2.6551,2.659,2.1359,4.3491,3.6889,2.9475,3.0102,2.2292,2.1898,4.4678,3.6144,3.6004,2.7889,2.0539,2.0788
2023-01-05 14:00:00,105.9808,380.0,8.3794,10.0,11.9896,5.0,15.5832,3.5,14.7415,4.2,14.6104,3.8,13.0509,15.3774,16.3926,16.1798,61.0007,3.4285,2.8615,2.2685,2.2518,2.2406,3.4708,2.8203,2.3087,2.4603,2.466,1.8513,3.9337,3.2482,2.5594,2.7122,1.949,1.9901,3.8127,3.2217,3.0709,2.5178,1.7759,1.7808
2023-01-05 15:00:00,101.2132,371.7157,9.2973,10.0,11.0794,5.0,12.9702,3.5,10.1084,4.2,15.0712,3.8,14.1741,17.196,17.8092,17.4702,66.6495,3.678,3.0626,2.5296,2.4209,2.483,3.7602,3.2737,2.5998,2.7258,2.7903,2.0462,4.2689,3.5241,2.8481,2.919,2.0952,2.1539,4.2711,3.5278,3.3422,2.569,1.8787,1.8814
2023-01-05 16:00:00,95.0,365.359,8.9723,10.0,12.077,5.0,13.8223,3.5,10.0688,4.2,14.9696,3.8,13.8702,17.1921,17.3671,16.6649,65.0943,3.6636,2.922,2.3796,2.4923,2.4127,3.8392,3.2628,2.57,2.7599,2.6767,2.0835,4.0871,3.549,2.8051,2.8327,2.0905,2.0027,3.99,3.3089,3.2721,2.4435,1.8,1.8504
2023-01-05 17:00:00,87.7646,361.363,10.6197,10.0,13.1743,5.0,12.7316,3.5,11.3015,4.2,16.0116,3.8,15.17,18.7959,18.9193,17.7701,70.6553,3.9208,3.2351,2.7114,2.6408,2.6619,4.115,3.4652,2.9118,2.974,3.0198,2.3101,4.6216,3.8838,3.0577,2.9647,2.2169,2.1746,4.3192,3.4268,3.3036,2.7359,2.0305,1.9541
2023-01-05 18:00:00,80.0,360.0,9.9589,10.0,15.022,5.0,14.7246,3.5,10.812,4.2,15.5178,3.8,12.9363,16.2978,15.7624,14.5225,59.519,3.2079,2.768,2.2605,2.2935,2.4064,3.689,3.1281,2.4341,2.5759,2.5611,1.9096,3.8871,3.236,2.5892,2.5251,1.7788,1.7462,3.4565,2.7798,2.7306,2.2557,1.6461,1.6538
2023-01-05 19:00:00,72.2354,361.363,10.4564,10.0,9.3744,5.0,16.7603,3.5,10.2978,4.2,14.7684,3.8,12.8367,15.9523,15.1851,14.2382,58.2123,3.254,2.7362,2.2701,2.2312,2.3452,3.6092,3.0052,2.4462,2.5012,2.4724,1.9181,3.7596,3.0752,2.4575,2.4407,1.7773,1.6748,3.4102,2.795,2.7748,2.0889,1.564,1.6053
2023-01-05 20:00:00,65.0,365.359,9.7694,10.0,16.1161,5.0,12.8785,3.5,8.2691,4.2,13.7097,3.8,12.4108,15.2245,14.0681,13.3077,55.0111,3.1013,2.6581,2.1317,2.2364,2.2833,3.3666,2.9471,2.3826,2.3257,2.4308,1.7717,3.5589,2.9128,2.2152,2.1633,1.6513,1.5666,3.1957,2.6053,2.458,2.0613,1.4972,1.4902
2023-01-05 21:00:00,60.0,371.7157,9.3497,10.0,7.9458,5.0,15.8581,3.5,10.7929,4.2,10.5281,3.8,11.9295,14.422,13.0535,12.5795,51.9845,3.042,2.5666,2.036,2.1279,2.157,3.313,2.8025,2.2308,2.2183,2.1885,1.6689,3.3175,2.6379,2.1013,1.9978,1.5427,1.4563,2.9104,2.3871,2.3411,1.9751,1.4869,1.4789
2023-01-05 22:00:00,60.0,380.0,8.7849,10.0,11.5464,5.0,13.7895,3.5,13.614,4.2,14.7092,3.8,13.6159,16.0832,14.3506,13.9009,57.9506,3.4888,2.9399,2.3571,2.3893,2.4408,3.7667,3.0808,2.44,2.4696,2.4634,1.8627,3.5095,2.972,2.3518,2.2997,1.6008,1.6168,3.1624,2.7215,2.6374,2.1593,1.5852,1.6351
2023-01-05 23:00:00,60.0,389.6472,8.0003,10.0,13.0266,5.0,13.2643,3.5,12.5408,4.2,14.2654,3.8,13.5467,15.8358,13.6876,13.9211,56.9912,3.429,2.8744,2.3883,2.4047,2.4503,3.6794,3.1173,2.4044,2.4774,2.424,1.7333,3.3458,2.7951,2.1643,2.1378,1.6287,1.6159,3.2326,2.5367,2.67,2.1912,1.6601,1.6305
2023-01-06 00:00:00,60.0,400.0,7.3214,10.0,12.412,5.0,14.6359,3.5,13.0364,4.2,14.3932,3.8,13.7388,15.7661,13.5252,13.971,57.0011,3.4986,2.9225,2.4113,2.3808,2.5256,3.7349,2.9941,2.4857,2.4485,2.3544,1.7485,3.3553,2.8392,2.1073,2.0748,1.5429,1.6057,3.0637,2.6581,2.6712,2.2478,1.6454,1.6848
2023-01-06 01:00:00,60.0,410.3528,6.8881,10.0,10.6046,5.0,12.7795,3.5,8.8276,4.2,11.2965,3.8,12.9354,14.1733,12.3469,13.0711,52.5267,3.2575,2.8364,2.2834,2.3036,2.2545,3.3597,2.7427,2.1794,2.2135,2.1447,1.5333,3.0017,2.4997,1.9605,1.9553,1.4998,1.4299,2.9012,2.4434,2.4646,2.0184,1.598,1.6455
2023-01-06 02:00:00,60.0,420.0,5.5983,10.0,11.4338,5.0,13.7427,3.5,7.8708,4.2,11.6879,3.8,14.3363,15.5969,13.5231,14.882,58.3383,3.7527,3.05,2.5698,2.5031,2.4607,3.6904,3.0518,2.4206,2.3949,2.2853,1.7539,3.2394,2.7205,2.1586,2.1887,1.5908,1.6251,3.3649,2.736,2.7714,2.3824,1.8408,1.7865
2023-01-06 03:00:00,60.0,428.2843,5.2332,10.0,10.864,5.0,12.4542,3.5,9.5984,4.2,15.9563,3.8,12.8036,13.4508,11.9219,13.3308,51.5071,3.3652,2.7552,2.2406,2.2348,2.2078,3.2075,2.7115,2.0287,1.9891,2.0491,1.4649,2.824,2.4457,1.9366,1.8766,1.3909,1.4481,2.8926,2.5239,2.6174,2.0859,1.5618,1.6492
2023-01-06 04:00:00,65.0,434.641,4.3571,10.0,10.6713,5.0,18.7795,3.5,9.9614,4.2,13.7709,3.8,13.786,14.4027,12.9454,15.1446,56.2787,3.5841,3.0008,2.3891,2.3811,2.4309,3.4126,2.8845,2.2078,2.1665,2.1392,1.5921,3.0478,2.5616,2.0311,2.0539,1.63,1.621,3.3297,2.8643,2.9243,2.4118,1.8174,1.7971
2023-01-06 05:00:00,72.2354,438.637,4.8223,10.0,13.5492,5.0,14.9205,3.5,12.0384,4.2,15.213,3.8,15.5873,15.9404,15.0672,17.1837,63.7786,4.1195,3.4114,2.7716,2.6738,2.611,3.7904,3.1162,2.4238,2.478,2.4202,1.7118,3.6152,2.9255,2.3921,2.4567,1.8702,1.8075,3.8235,3.1808,3.3502,2.7403,1.9827,2.1062
2023-01-06 06:00:00,80.0,440.0,3.6618,10.0,12.564,5.0,13.4505,3.5,6.4651,4.2,13.9066,3.8,13.8896,14.3222,13.4566,15.6634,57.3318,3.6277,3.1056,2.4464,2.3452,2.3647,3.4739,2.7196,2.1886,2.1815,2.1408,1.6178,3.0537,2.6765,2.2008,2.1846,1.6715,1.6695,3.5776,3.0217,3.0058,2.4109,1.8417,1.8057
2023-01-06 07:00:00,87.7646,438.637,5.0027,10.0,10.4642,5.0,15.278,3.5,12.9091,4.2,13.9095,3.8,14.3937,14.8882,14.6515,16.845,60.7784,3.8369,3.1537,2.5249,2.3986,2.4796,3.4848,2.832,2.312,2.3134,2.2876,1.6584,3.2713,2.8627,2.3766,2.4025,1.8486,1.8898,3.8765,3.1779,3.3238,2.601,1.9244,1.9414
2023-01-06 08:00:00,95.0,434.641,4.3818,10.0,13.6492,5.0,14.6253,3.5,9.534,4.2,15.7266,3.8,15.3829,16.0434,15.7871,18.4922,65.7056,4.0547,3.3258,2.7315,2.6502,2.6207,3.781,3.0046,2.4976,2.4378,2.4734,1.849,3.6081,3.1293,2.4885,2.5646,2.011,1.9856,4.1836,3.5756,3.6054,2.806,2.1706,2.151
2023-01-06 09:00:00,101.2132,428.2843,4.1633,10.0,12.4646,5.0,14.4081,3.5,8.9962,4.2,12.8179,3.8,15.0332,15.8484,16.228,17.9244,65.034,3.9559,3.342,2.667,2.6182,2.4501,3.6918,3.1101,2.3463,2.439,2.3731,1.8881,3.6452,3.2399,2.5225,2.6763,2.0397,2.1044,4.1615,3.4629,3.4719,2.7433,2.064,2.0208
